site_name,model_name,model_code,maker,lauch,os,sell_type,display_inch,display_centi,panel_type,resolution,ppi,refresh_rate,display_ratio,display_area,display_width,display_height,hdr_standard,ap_type,core_num,core_clock,graphic_core,npu_dsp,sensor_hub,com_modem,system_ram,in_mem,storage_device,out_mem,5G,4G,wifi,bluetooth,satelite,usim_type,dual_usim,cam_type,back_cam,front_cam,video,flash,picture_resol,front_disp_resol,front_video_resol,apecture,cam_char,trem_correction,trem_prevention,cam_flash,hdr_support,auto_hdr,optic_zoom,zio_tag,lazer_auto_focus,auto_focus,out_focus,touch_focus,panorama,tof_sensor,shoot_night_mode,earphone_term,speaker,high_sound_qual_play,sound_tech,fingerprint_recog,face_recog,iris_recog,speech_recog,ai,elec_payment,touch_pen,waterproof,etc,charge_term,battery_storage,battery_type,battery_char,battery_mount_method,charge_support,high_speed_charge,wireless_charge,color,length,width,thickness,weight
세티즌,갤럭시 Z 플립,SM-F700,삼성전자,2020. 02,안드로이드 10,,,6.7,Dynamic AMOLED,1080 x 2636,425,,,,64.52,157.48,,Qualcomm Snapdragon 855 Plus,8개 (64 비트),2950MHz,Qualcomm Adreno 640,,,,8 GB,256GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,60 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),,(0 메가픽셀)FPS,F/1.8,,,,,,,,,,,,,,,,,,,,지문인식,,,,,samsung pay,,,,,3300,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,73.6,167.3,7.2,183
세티즌,갤럭시 S20,SM-G981,삼성전자,2020. 03,안드로이드 10,,,6.2,Dynamic AMOLED 2X,1440 x 3200,563,,,,64.62,143.61,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,12 GB,128GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)30 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4000,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,69.1,151.7,7.9,163
세티즌,갤럭시 S20+,SM-G986,삼성전자,2020. 03,안드로이드 10,,,6.7,Dynamic AMOLED 2X,1440 x 3200,524,,,,69.84,155.19,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,12 GB,128GB/256GB/512GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 24 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)60 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,samsung pay,,,,,4500,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,73.7,161.9,7.8,188
세티즌,갤럭시 S20 울트라,SM-G988,삼성전자,2020. 03,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3200,509,,,,71.92,159.82,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,12 | 16 GB,128GB/256GB/512GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 30 FPS,Dual LED,12000 x 9000 (108 메가픽셀),7968 x 5480 (43.7 메가픽셀),7968 x 5480 (43.7 메가픽셀)30 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,5000,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,76,166.9,8.8,222
세티즌,벨벳,LM-G900,LG전자,2020. 05,안드로이드 10,,,6.8,pOLED,1080 x 2460,395,,,,69.43,158.15,,Qualcomm Snapdragon 765G,8개 (64 비트),2400MHz,Qualcomm Adreno 620,,,,8 GB,128GB,,미확인,5G,5G,미확인,5.1,,나노유심 ,,,,,30 FPS,Dual LED,8000 x 6000 (48 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4300,Li-Polymer,"급속충전
일체형",,,,,,74.1,167.1,7.85,180
세티즌,Q51,LM-Q510,LG전자,2020. 02,안드로이드 10,,,6.5,IPS,720 x 1520,259,,,,70.68,149.21,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000MHz,PowerVR GE8320,,,,3 GB,32GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000,Li-Polymer,"급속충전
일체형",,,,,,77.9,166.9,8.4,204
세티즌,LG폴더2,LM-Y120,LG전자,2020. 04,안드로이드 8.0 Oreo,,,2.8,TFT,240 x 320,143,,,,42.67,56.9,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1300MHz,Qualcomm Adreno 304,,,,1 GB,8GB,,미확인,,4G,미확인,4.2,,나노유심 ,,,,,FPS,,1920 x 1080 (2.1 메가픽셀),,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,Li-Ion,분리형,,,,,,55,107.9,18,127
세티즌,Q61,LM-Q630,LG전자,2020. 05,안드로이드 10,,,6.53,IPS,1080 x 2340,395,,,,69.19,149.9,,,8개 (64 비트),2300MHz,,,,,4 GB,64GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,30 FPS,Dual LED,8000 x 6000 (48 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000,Li-Polymer,"급속충전
일체형",,,,,,77.5,164.5,8.3,
세티즌,갤럭시 A31,SM-A315,삼성전자,2020. 05,안드로이드 10,,,6.4,Super AMOLED,1080 x 2400,411,,,,66.71,148.24,,MediaTek Helio G70,8개 (64 비트),2000MHz,ARM MaliG52 2EEMC2,,,,4 | 6 GB,64GB/128GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,30 FPS,LED,8000 x 6000 (48 메가픽셀),,(0 메가픽셀)FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,5000,Li-Ion,"급속충전
일체형",,,,,,73.1,159.3,8.6,185
세티즌,갤럭시 A51,SM-A516,삼성전자,2020. 05,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400,405,,,,67.75,150.56,,Samsung Exynos 980,8개 (64 비트),2200MHz,ARM MaliG76 MP5,,,,6 | 8 GB,128GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,30 FPS,LED,8000 x 6000 (48 메가픽셀),,(0 메가픽셀)FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Ion,"급속충전
일체형",,,,,,73.6,158.9,8.7,187
세티즌,갤럭시 A 퀀텀,SM-A716,삼성전자,2020. 05,안드로이드 10,,,6.7,Super AMOLED,1080 x 2400,393,,,,69.84,155.19,,Samsung Exynos 980,8개 (64 비트),2200MHz,ARM MaliG76 MP5,,,,6 | 8 GB,128GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,30 FPS,LED,9280 x 6944 (64.4 메가픽셀),,(0 메가픽셀)FPS,F/1.8,,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Ion,"급속충전
일체형",,,,,,75.5,162.5,8.1,185
세티즌,갤럭시 S20 FE,SM-G781,삼성전자,2020. 10,안드로이드 10,,,6.5,Super AMOLED,1080 x 2400,405,,,,67.75,150.56,,Qualcomm Snapdragon 865,8개 (64 비트),2840MHz,Qualcomm Adreno 650,,,,6 | 8 GB,128GB/256GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),32 MP (megapixels) (32 메가픽셀),32 MP (megapixels) (32 메가픽셀)30 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,74.5,159.8,8.4,190
세티즌,갤럭시 노트20,SM-N981,삼성전자,2020. 09,안드로이드 10,,,6.7,Super AMOLED Plus,1080 x 2400,393,,,,69.84,155.19,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090MHz,Qualcomm Adreno 650,,,,8 GB,128GB/256GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 24 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4300,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.2,161.6,8.3,192
세티즌,갤럭시 노트20 울트라,SM-N986,삼성전자,2020. 09,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3088,494,,,,74.07,158.84,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090MHz,Qualcomm Adreno 650,,,,12 GB,128GB/256GB/512GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 24 FPS,LED,12000 x 9000 (108 메가픽셀),3648 x 2736 (10 메가픽셀),3648 x 2736 (10 메가픽셀)60 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4500,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,77.2,164.8,8.1,208
세티즌,Q31,LM-Q310,LG전자,2020. 09,미확인,,,5.7,미확인,720 x 1520,295,,,,,,,,,,,,,,미확인,,,미확인,,,미확인,,,,,,,,FPS,,,,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,분리형,,,,,,147.9,71,8.7,145
세티즌,LG Q52,LM-Q520,LG전자,2020. 10,미확인,,,6.6,미확인,720 x 1600,266,,,,,,,,,,,,,,미확인,,,미확인,,,미확인,,,,,,,,FPS,,,,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,분리형,,,,,,165,76.7,8.4,186
세티즌,LG윙,LM-F100,LG전자,2020. 10,안드로이드 10,,,6.8,pOLED,1080 x 2460,395,,,,69.43,158.15,,Qualcomm Snapdragon 765G,8개 (64 비트),2400MHz,Qualcomm Adreno 620,,,,8 GB,256GB,,미확인,,4G,미확인,5.1,,나노유심 ,,,,,7680 x 4320 30 FPS,Dual LED,9280 x 6920 (64.2 메가픽셀),6560 x 5480 (36 메가픽셀),6560 x 5480 (36 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,74.5,169.5,10.9,260
세티즌,갤럭시 A21s,SM-A102,삼성전자,2020. 07,안드로이드 10,,,6.5,PLS,720 x 1600,270,,,,67.75,150.56,,Samsung Exynos 850 (S5E3830),8개 (64 비트),2000MHz,ARM MaliG52,,,,3 | 4 | 6 GB,32GB/64GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 30 FPS,LED,8000 x 6000 (48 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,5000,Li-Polymer,"급속충전
일체형",,,,,,75.3,163.7,8.9,192
세티즌,아이폰12,A2403,애플,2020. 10,iOS 14.1,,,6.1,OLED,1170 x 2532,457,,,,64.99,140.65,,Apple A14 Bionic,6개 (64 비트),,,,,,4 GB,64GB/128GB/256GB,,미확인,5G,5G,미확인,5,,나노유심,,,,,3840 x 2160 60 FPS,LED,64 MP (mega (64 메가픽셀),4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀)60 FPS,F/1.6,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,,,,,,Apple Pay,,,,,-,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,71.5,146.7,7.4,164
세티즌,아이폰12 프로,A2407,애플,2020. 10,iOS 14.1,,,6.1,OLED,1170 x 2532,457,,,,64.99,140.65,,Apple A14 Bionic,6개 (64 비트),,,,,,6 GB,128GB/256GB/512GB,,미확인,5G,5G,미확인,5,,나노유심,,,,,3840 x 2160 60 FPS,LED,4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀)60 FPS,F/1.6,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,,,,,,Apple Pay,,,,,-,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,71.5,146.7,7.4,189
세티즌,아이폰12 프로 맥스,A2411,애플,2020. 11,iOS 14.1,,,6.7,OLED,1284 x 2778,457,,,,71.4,154.48,,Apple A14 Bionic,6개 (64 비트),,,,,,6 GB,128GB/256GB/512GB,,미확인,,,미확인,5,,나노유심,,,,,3840 x 2160 60 FPS,LED,4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀)60 FPS,F/1.6,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,,,,,,Apple Pay,,,,,3687,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,78.09,160.84,7.39,228
세티즌,아이폰12 미니,A2399,애플,2020. 11,iOS 14.1,,,5.4,OLED,1080 x 2340,477,,,,57.48,124.54,,Apple A14 Bionic,6개 (64 비트),,,,,,4 GB,64GB/128GB/256GB,,미확인,5G,5G,미확인,5,,나노유심,,,,,3840 x 2160 60 FPS,LED,4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀),4032 x 3024 (12.2 메가픽셀)60 FPS,F/1.6,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,,,,,,Apple Pay,,,,,2227,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,64.2,131.5,7.4,135
세티즌,갤럭시 Z 폴드2,SM-F916,삼성전자,2020. 09,안드로이드 10,,,7.6,AMOLED,2208 x 1768,372,,,,150.69,120.66,,Qualcomm Snapdragon 865 Plus,8개 (64 비트),3090MHz,Qualcomm Adreno 650,,,,12 GB,256GB/512GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,3840 x 2160 60 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)60 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,Samsung Pay,,,,,4500,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,128.2,159.1,6.9,279
세티즌,갤럭시 A12,SM-A125,삼성전자,2021. 02,안드로이드 10,,,6.5,TFT,720 x 1560,270,,,,69.19,149.9,,MediaTek Helio P35 (MT6765),8개 (64 비트),2300MHz,PowerVR GE8320,,,,3 | 4 | 6 GB,32GB/64GB/128GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 30 FPS,LED,8000 x 6000 (48 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,5000,Li-Ion,"급속충전
일체형",,,,,,75.8,164,8.9,205
세티즌,갤럭시 S21 울트라,SM-G998,삼성전자,2021. 01,안드로이드 11,,,6.8,Dynamic AMOLED 2X,1440 x 3200,516,,,,70.88,157.51,,Samsung Exynos 2100,8개 (64 비트),2900MHz,,,,,12 | 16 GB,128GB/256GB/512GB,,미확인,5G,5G,미확인,5.2,,나노유심 ,,,,,7680 x 4320 30 FPS,Dual LED,12000 x 9000 (108 메가픽셀),40 MP (megapixels) (40 메가픽셀),40 MP (megapixels) (40 메가픽셀)60 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,5000,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.6,165.1,8.9,227
세티즌,갤럭시S21+,SM-G996,삼성전자,2021. 01,안드로이드 11,,,6.7,Dynamic AMOLED 2X,1440 x 3200,393,,,,69.84,155.19,,Samsung Exynos 2100,8개 (64 비트),2900MHz,,,,,8 GB,128GB/256GB,,미확인,5G,5G,미확인,5.2,,나노유심 ,,,,,7680 x 4320 30 FPS,LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4800,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.6,161.5,7.8,200
세티즌,갤럭시S21,SM-G991,삼성전자,2021. 01,안드로이드 11,,,6.2,Dynamic AMOLED 2X,1080 x 2400,424,,,,64.62,143.61,,Samsung Exynos 2100,8개 (64 비트),2900MHz,,,,,8 GB,128GB/256GB,,미확인,5G,5G,미확인,5.2,,나노유심 ,,,,,7680 x 4320 30 FPS,LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4000,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,71.2,151.7,7.9,169
세티즌,넥서스5,LG-D821,LG전자,2013. 11,안드로이드 4.4.3 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS,1080 x 1920,441,,,,62.26,110.69,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2300MHz,Qualcomm Adreno 330,,,,2 GB,16GB/32GB,,미확인,,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),1280 x 960 (1.2 메가픽셀),1280 x 960 (1.2 메가픽셀)FPS,F/2.4,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,Li-Polymer,일체형,,,,무선충전 지원,,69.2,137.8,8.6,130
세티즌,옵티머스 뷰,LG-F100,LG전자,2012. 03,안드로이드 4.0.4 Ice Cream Sandwich,,,5,IPS,768 x 1024,256,,,,76.2,101.6,,Nvidia Tegra 3 AP33,4개 (32 비트),1500MHz,ULP GeForce,,,,1 GB,32GB,,미확인,,4G,802.11b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,Li-Polymer,일체형,,,,,,90.4,139.6,8.5,168
세티즌,옵티머스 G,LG-F180,LG전자,2012. 09,안드로이드 4.0.4 Ice Cream Sandwich | 안드로이드 4.1.2 Jelly Bean | 안드로이드 4.4.2 KitKat,,,4.7,IPS,768 x 1280,318,,,,61.42,102.37,,Qualcomm Snapdragon S4 Pro APQ8064,4개 (32 비트),1500MHz,Qualcomm Adreno 320,,,,2 GB,32GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4208 x 3120 (13.1 메가픽셀),,(0 메가픽셀)FPS,F/2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,Li-Polymer,일체형,,,,,,68.9,131.9,8.5,145
세티즌,옵티머스뷰2,LG-F200,LG전자,2012. 09,안드로이드 4.0.4 Ice Cream Sandwich | 안드로이드 4.1 Jelly Bean,,,5,IPS,768 x 1024,256,,,,76.2,101.6,,Qualcomm Snapdragon S4 Plus MSM8960,2개 (32 비트),1500MHz,Qualcomm Adreno 225,,,,2 GB,14.9GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),,(0 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,Li-Ion,일체형,,,,,,85.6,132.2,9.4,159
세티즌,옵티머스GK,LG-F220,LG전자,2013. 05,Android,,,5,IPS,1080 x 1920,441,,,,,,,,,,,,,,2GB,,,Micro SD,,4G,802.11a/b/g/n,,,마이크로 USB,,,,,(Full HD)FPS,,,,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,,분리형,,,,,,139.1,69.9,9.9,156
세티즌,옵티머스G 프로,LG-F240,LG전자,2013. 02,안드로이드 4.1.2 Jelly Bean,,,5.5,IPS+,1080 x 1920,401,,,,68.49,121.76,,Qualcomm Snapdragon 600 APQ8064T,4개 (32 비트),1700MHz,Qualcomm Adreno 320,,,,2 GB,16GB/32GB,,Micro SDHC,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (2.1 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140,Li-Ion,분리형,,,,,,76.1,150.2,9.4,160
세티즌,엘지 뷰3,LG-F300,LG전자,2013. 09,안드로이드 4.2.2 Jelly Bean,,,5.2,IPS,960 x 1280,308,,,,79.25,105.66,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260MHz,Qualcomm Adreno 330,,,,2 GB,16GB,,Micro SD,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)60 FPS,LED,4208 x 3120 (13.1 메가픽셀),,(0 메가픽셀)30 FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610,Li-Ion,일체형,,,,,,85.6,132.1,9.4,161
세티즌,엘지 밴드플레이,LG-F570,LG전자,2015. 06,안드로이드 5.1 롤리팝,,,5,IPS,720 x 1280,294,,,,62.26,110.69,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,2 GB,16GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.1,,마이크로유심 ,,,,,1920 x 1080 30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,Li-Ion,분리형,,,,,,71.9,139.7,8.3,126
세티즌,프라다폰 3.0,LG-KU5400,LG전자,2011. 12,안드로이드 2.3.7 Gingerbread | 안드로이드 4.0 Ice Cream Sandwich,,,4.3,TFT,480 x 800,217,,,,56.19,93.66,,Texas Instruments OMAP 4 4430,2개 (32 비트),1000MHz,PowerVR SGX540,,,,1 GB,8GB,,Micro SDHC,,,802.11a/b/g/n,3,,미니유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),,(0 메가픽셀)FPS,F/2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540,Li-Ion,분리형,,,,,,69,127.5,8.5,138
세티즌,옵티머스Q2,LG-LU6500,LG전자,2011. 09,미확인,,,,IPS,x,,,,,,,,,,,,,,,1GB,,,Micro SDHC,,,802.11b/g/n,,,마이크로 USB,,,,,(Full HD)FPS,,,,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,분리형,,,,,,,,,
세티즌,Q70,LM-Q730,LG전자,2019. 09,안드로이드 9.0 Pie,,,6.4,IPS,1080 x 2310,398,,,,68.85,147.26,,Qualcomm Snapdragon 675,8개 (64 비트),2000MHz,Qualcomm Adreno 612,,,,4 GB,64GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,30 FPS,LED,6528 x 4896 (32 메가픽셀),,(0 메가픽셀)FPS,F/1.8,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4000,Li-Polymer,"급속충전
일체형",,,,,,76.8,162.1,8.3,198
세티즌,Q92,LM-Q920,LG전자,2020. 08,안드로이드 10,,,6.67,IPS,1080 x 2400,395,,,,69.52,154.5,,Qualcomm Snapdragon 765G,8개 (64 비트),2400MHz,Qualcomm Adreno 620,,,,6 GB,128GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 30 FPS,LED,8000 x 6000 (48 메가픽셀),6560 x 5480 (36 메가픽셀),6560 x 5480 (36 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000,Li-Polymer,"급속충전
일체형",,,,,,77.3,166.5,8.5,193
세티즌,옵티머스 Z,SU950,LG전자,2010. 07,Android,,,3.5,TFT,480 x 800,267,,,,,,,,,,,,,,512MB,,,Micro SDHC,,,802.11b/g,,,TTA20핀,,,,,(WVGA)FPS,,,,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,,분리형,,,,,,56.8,117.9,11.1,135
세티즌,갤럭시 지오,SHW-M290,삼성전자,2011. 04,안드로이드 2.2.x Froyo | 안드로이드 2.3.x Gingerbread,,,3.2,TFT,320 x 480,180,,,,45.09,67.63,,Qualcomm Snapdragon S1 MSM7227-1 Turbo,1개 (32 비트),800MHz,Qualcomm Adreno 200,,,,278.016 MB (megabytes) GB,157.696MB(megabytes),,Micro SDHC,,,802.11b/g,2.1,,미니유심 ,,,,,320 x 240 (WQVGA)15 FPS,,2048 x 1536 (3.2 메가픽셀),,(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,Li-Ion,분리형,,,,,,57.5,110.5,12.2,102
세티즌,갤럭시 A10,SM-A105,삼성전자,2019. 05,안드로이드 9.0 Pie,,,6.2,PLS,720 x 1520,271,,,,67.42,142.32,,Samsung Exynos 7 Octa 7884,8개 (64 비트),1600MHz,ARM MaliG71,,,,2 GB,32GB,,미확인,,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,Li-Polymer,일체형,,,,,,75.6,155.6,7.94,168
세티즌,갤럭시 A21s,SM-A217,삼성전자,2020. 07,안드로이드 10,,,6.5,PLS,720 x 1600,270,,,,67.75,150.56,,Samsung Exynos 850 (S5E3830),8개 (64 비트),2000MHz,ARM MaliG52,,,,3 | 4 | 6 GB,32GB/64GB,,미확인,,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 30 FPS,LED,8000 x 6000 (48 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,5000,Li-Polymer,"급속충전
일체형",,,,,,75.3,163.7,8.9,192
